   1: UNIQUE_HIDEOUT                                                   : Hideout Construction Kit
 338: QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_KEEPER_MUSHROOM               
 339: QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 340: QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 341: QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 342: QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 343: QUESTITEM_EXP_TOKEN_D5_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 344: QUESTITEM_EXP_TOKEN_D6_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 345: QUESTITEM_EXP_TOKEN_D7_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 346: QUESTITEM_EXP_TOKEN_D8_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 347: QUESTITEM_EXP_TOKEN_D9_T6_EXP_HRD_MORGANA_TRHEESISTERS           
 348: QUESTITEM_EXP_TOKEN_D10_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 349: QUESTITEM_EXP_TOKEN_D11_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 350: QUESTITEM_EXP_TOKEN_D12_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 351: QUESTITEM_EXP_TOKEN_D13_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 352: QUESTITEM_EXP_TOKEN_D14_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 353: QUESTITEM_EXP_TOKEN_D15_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 354: QUESTITEM_EXP_TOKEN_D16_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 355: QUESTITEM_EXP_TOKEN_D17_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 356: QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_MORGANA_TRHEESISTERS          
 357: QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 358: QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 359: QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 360: QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 361: QUESTITEM_EXP_TOKEN_D5_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 362: QUESTITEM_EXP_TOKEN_D6_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 363: QUESTITEM_EXP_TOKEN_D7_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 364: QUESTITEM_EXP_TOKEN_D8_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 365: QUESTITEM_EXP_TOKEN_D9_T6_EXP_HRD_UNDEAD_ETERNALBATTLE           
 366: QUESTITEM_EXP_TOKEN_D10_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 367: QUESTITEM_EXP_TOKEN_D11_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 368: QUESTITEM_EXP_TOKEN_D12_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 369: QUESTITEM_EXP_TOKEN_D13_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 370: QUESTITEM_EXP_TOKEN_D14_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 371: QUESTITEM_EXP_TOKEN_D15_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 372: QUESTITEM_EXP_TOKEN_D16_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 373: QUESTITEM_EXP_TOKEN_D17_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 374: QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_UNDEAD_ETERNALBATTLE          
 375: QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 376: QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 377: QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 378: QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 379: QUESTITEM_EXP_TOKEN_D5_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 380: QUESTITEM_EXP_TOKEN_D6_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 381: QUESTITEM_EXP_TOKEN_D7_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 382: QUESTITEM_EXP_TOKEN_D8_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 383: QUESTITEM_EXP_TOKEN_D9_T6_EXP_HRD_HERETIC_FISTFULOFSILVER        
 384: QUESTITEM_EXP_TOKEN_D10_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 385: QUESTITEM_EXP_TOKEN_D11_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 386: QUESTITEM_EXP_TOKEN_D12_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 387: QUESTITEM_EXP_TOKEN_D13_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 388: QUESTITEM_EXP_TOKEN_D14_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 389: QUESTITEM_EXP_TOKEN_D15_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 390: QUESTITEM_EXP_TOKEN_D16_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 391: QUESTITEM_EXP_TOKEN_D17_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 392: QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_HERETIC_FISTFULOFSILVER       
 393: QUESTITEM_EXP_TOKEN_D1_T6_EXP_HRD_MORGANA_TORTURER               
 394: QUESTITEM_EXP_TOKEN_D2_T6_EXP_HRD_MORGANA_TORTURER               
 395: QUESTITEM_EXP_TOKEN_D3_T6_EXP_HRD_MORGANA_TORTURER               
 396: QUESTITEM_EXP_TOKEN_D4_T6_EXP_HRD_MORGANA_TORTURER               
 397: QUESTITEM_EXP_TOKEN_D5_T6_EXP_HRD_MORGANA_TORTURER               
 398: QUESTITEM_EXP_TOKEN_D6_T6_EXP_HRD_MORGANA_TORTURER               
 399: QUESTITEM_EXP_TOKEN_D7_T6_EXP_HRD_MORGANA_TORTURER               
 400: QUESTITEM_EXP_TOKEN_D8_T6_EXP_HRD_MORGANA_TORTURER               
 401: QUESTITEM_EXP_TOKEN_D9_T6_EXP_HRD_MORGANA_TORTURER               
 402: QUESTITEM_EXP_TOKEN_D10_T6_EXP_HRD_MORGANA_TORTURER              
 403: QUESTITEM_EXP_TOKEN_D11_T6_EXP_HRD_MORGANA_TORTURER              
 404: QUESTITEM_EXP_TOKEN_D12_T6_EXP_HRD_MORGANA_TORTURER              
 405: QUESTITEM_EXP_TOKEN_D13_T6_EXP_HRD_MORGANA_TORTURER              
 406: QUESTITEM_EXP_TOKEN_D14_T6_EXP_HRD_MORGANA_TORTURER              
 407: QUESTITEM_EXP_TOKEN_D15_T6_EXP_HRD_MORGANA_TORTURER              
 408: QUESTITEM_EXP_TOKEN_D16_T6_EXP_HRD_MORGANA_TORTURER              
 409: QUESTITEM_EXP_TOKEN_D17_T6_EXP_HRD_MORGANA_TORTURER              
 410: QUESTITEM_EXP_TOKEN_D18_T6_EXP_HRD_MORGANA_TORTURER              
 411: QUESTITEM_TOKEN_ROYAL_HORSE                                      : Royal Horse Token
 412: QUESTITEM_TOKEN_ROYAL_T4                                         : Adept's Royal Sigil
 413: QUESTITEM_TOKEN_ROYAL_T5                                         : Expert's Royal Sigil
 414: QUESTITEM_TOKEN_ROYAL_T6                                         : Master's Royal Sigil
 415: QUESTITEM_TOKEN_ROYAL_T7                                         : Grandmaster's Royal Sigil
 416: QUESTITEM_TOKEN_ROYAL_T8                                         : Elder's Royal Sigil
 417: QUESTITEM_TOKEN_KEEPER                                           : Keeper Totem
 418: QUESTITEM_TOKEN_MORGANA                                          : Morgana's Favor
 419: QUESTITEM_TOKEN_UNDEAD                                           : Undead Knucklebone
 420: QUESTITEM_TOKEN_EVENT_HALLOWEEN_2017                             : Pumpkin Pip
 421: QUESTITEM_TOKEN_EVENT_EASTER_2018                                : Fool's Golden Egg
 422: QUESTITEM_TOKEN_ADC_FRAME                                        : Adventurer Token
 423: T4_SKILLBOOK_STANDARD                                            : Adept's Tome of Insight
 424: T1_SKILLBOOK_NONTRADABLE                                         : Beginner's Tome of Insight
 425: T2_SKILLBOOK_NONTRADABLE                                         : Novice's Tome of Insight
 426: T3_SKILLBOOK_NONTRADABLE                                         : Journeyman's Tome of Insight
 427: T4_SKILLBOOK_NONTRADABLE                                         : Adept's Tome of Insight
 428: T5_SKILLBOOK_NONTRADABLE                                         : Expert's Tome of Insight
 429: T6_SKILLBOOK_NONTRADABLE                                         : Master's Tome of Insight
 430: T7_SKILLBOOK_NONTRADABLE                                         : Grandmaster's Tome of Insight
 431: T8_SKILLBOOK_NONTRADABLE                                         : Elder's Tome of Insight
 432: T3_PREMIUMITEM_3_NONTRADABLE                                     : Three Days of Premium
 433: T1_SILVERBAG_NONTRADABLE                                         : Beginner's Bag of Silver
 434: T2_SILVERBAG_NONTRADABLE                                         : Novice's Bag of Silver
 435: T3_SILVERBAG_NONTRADABLE                                         : Journeyman's Bag of Silver
 436: T4_SILVERBAG_NONTRADABLE                                         : Adept's Bag of Silver
 437: T5_SILVERBAG_NONTRADABLE                                         : Expert's Bag of Silver
 438: T6_SILVERBAG_NONTRADABLE                                         : Master's Bag of Silver
 439: T7_SILVERBAG_NONTRADABLE                                         : Grandmaster's Bag of Silver
 440: T8_SILVERBAG_NONTRADABLE                                         : Elder's Bag of Silver
 441: T2_POTION_HEAL                                                   : Minor Healing Potion
 442: T4_POTION_HEAL                                                   : Healing Potion
 443: T4_POTION_HEAL@1                                                 : Healing Potion
 444: T6_POTION_HEAL                                                   : Major Healing Potion
 445: T6_POTION_HEAL@1                                                 : Major Healing Potion
 446: T2_POTION_ENERGY                                                 : Minor Energy Potion
 447: T4_POTION_ENERGY                                                 : Energy Potion
 448: T4_POTION_ENERGY@1                                               : Energy Potion
 449: T6_POTION_ENERGY                                                 : Major Energy Potion
 450: T6_POTION_ENERGY@1                                               : Major Energy Potion
 451: T3_POTION_REVIVE                                                 : Minor Gigantify Potion
 452: T5_POTION_REVIVE                                                 : Gigantify Potion
 453: T5_POTION_REVIVE@1                                               : Gigantify Potion
 454: T7_POTION_REVIVE                                                 : Major Gigantify Potion
 455: T7_POTION_REVIVE@1                                               : Major Gigantify Potion
 456: T3_POTION_STONESKIN                                              : Minor Resistance Potion
 457: T5_POTION_STONESKIN                                              : Resistance Potion
 458: T5_POTION_STONESKIN@1                                            : Resistance Potion
 459: T7_POTION_STONESKIN                                              : Major Resistance Potion
 460: T7_POTION_STONESKIN@1                                            : Major Resistance Potion
 461: T3_POTION_SLOWFIELD                                              : Minor Sticky Potion
 462: T5_POTION_SLOWFIELD                                              : Sticky Potion
 463: T5_POTION_SLOWFIELD@1                                            : Sticky Potion
 464: T7_POTION_SLOWFIELD                                              : Major Sticky Potion
 465: T7_POTION_SLOWFIELD@1                                            : Major Sticky Potion
 466: T4_POTION_COOLDOWN                                               : Minor Poison Potion
 467: T4_POTION_COOLDOWN@1                                             : Minor Poison Potion
 468: T6_POTION_COOLDOWN                                               : Poison Potion
 469: T6_POTION_COOLDOWN@1                                             : Poison Potion
 470: T8_POTION_COOLDOWN                                               : Major Poison Potion
 471: T8_POTION_COOLDOWN@1                                             : Major Poison Potion
 472: T8_POTION_CLEANSE                                                : Invisibility Potion
 473: T8_POTION_CLEANSE@1                                              : Invisibility Potion
 474: T1_WORM                                                          : Earthworm
 475: T1_FISHINGBAIT                                                   : Simple Fish Bait
 476: T3_FISHINGBAIT                                                   : Fancy Fish Bait
 477: T5_FISHINGBAIT                                                   : Special Fish Bait
 478: T1_MEAL_GRILLEDFISH                                              : Grilled Fish
 479: T1_MEAL_SEAWEEDSALAD                                             : Seaweed Salad
 480: T1_MEAL_SOUP                                                     : Carrot Soup
 481: T1_MEAL_SOUP@1                                                   : Carrot Soup
 482: T1_MEAL_SOUP@2                                                   : Carrot Soup
 483: T1_MEAL_SOUP@3                                                   : Carrot Soup
 484: T3_MEAL_SOUP                                                     : Wheat Soup
 485: T3_MEAL_SOUP@1                                                   : Wheat Soup
 486: T3_MEAL_SOUP@2                                                   : Wheat Soup
 487: T3_MEAL_SOUP@3                                                   : Wheat Soup
 488: T5_MEAL_SOUP                                                     : Cabbage Soup
 489: T5_MEAL_SOUP@1                                                   : Cabbage Soup
 490: T5_MEAL_SOUP@2                                                   : Cabbage Soup
 491: T5_MEAL_SOUP@3                                                   : Cabbage Soup
 492: T1_MEAL_SOUP_FISH                                                : Greenmoor Clam Soup
 493: T1_MEAL_SOUP_FISH@1                                              : Greenmoor Clam Soup
 494: T1_MEAL_SOUP_FISH@2                                              : Greenmoor Clam Soup
 495: T1_MEAL_SOUP_FISH@3                                              : Greenmoor Clam Soup
 496: T3_MEAL_SOUP_FISH                                                : Murkwater Clam Soup
 497: T3_MEAL_SOUP_FISH@1                                              : Murkwater Clam Soup
 498: T3_MEAL_SOUP_FISH@2                                              : Murkwater Clam Soup
 499: T3_MEAL_SOUP_FISH@3                                              : Murkwater Clam Soup
 500: T5_MEAL_SOUP_FISH                                                : Blackbog Clam Soup
 501: T5_MEAL_SOUP_FISH@1                                              : Blackbog Clam Soup
 502: T5_MEAL_SOUP_FISH@2                                              : Blackbog Clam Soup
 503: T5_MEAL_SOUP_FISH@3                                              : Blackbog Clam Soup
 504: T2_MEAL_SALAD                                                    : Bean Salad
 505: T2_MEAL_SALAD@1                                                  : Bean Salad
 506: T2_MEAL_SALAD@2                                                  : Bean Salad
 507: T2_MEAL_SALAD@3                                                  : Bean Salad
 508: T4_MEAL_SALAD                                                    : Turnip Salad
 509: T4_MEAL_SALAD@1                                                  : Turnip Salad
 510: T4_MEAL_SALAD@2                                                  : Turnip Salad
 511: T4_MEAL_SALAD@3                                                  : Turnip Salad
 512: T6_MEAL_SALAD                                                    : Potato Salad
 513: T6_MEAL_SALAD@1                                                  : Potato Salad
 514: T6_MEAL_SALAD@2                                                  : Potato Salad
 515: T6_MEAL_SALAD@3                                                  : Potato Salad
 516: T2_MEAL_SALAD_FISH                                               : Shallowshore Squid Salad
 517: T2_MEAL_SALAD_FISH@1                                             : Shallowshore Squid Salad
 518: T2_MEAL_SALAD_FISH@2                                             : Shallowshore Squid Salad
 519: T2_MEAL_SALAD_FISH@3                                             : Shallowshore Squid Salad
 520: T4_MEAL_SALAD_FISH                                               : Midwater Octopus Salad
 521: T4_MEAL_SALAD_FISH@1                                             : Midwater Octopus Salad
 522: T4_MEAL_SALAD_FISH@2                                             : Midwater Octopus Salad
 523: T4_MEAL_SALAD_FISH@3                                             : Midwater Octopus Salad
 524: T6_MEAL_SALAD_FISH                                               : Deepwater Kraken Salad
 525: T6_MEAL_SALAD_FISH@1                                             : Deepwater Kraken Salad
 526: T6_MEAL_SALAD_FISH@2                                             : Deepwater Kraken Salad
 527: T6_MEAL_SALAD_FISH@3                                             : Deepwater Kraken Salad
 528: T3_MEAL_PIE                                                      : Chicken Pie
 529: T3_MEAL_PIE@1                                                    : Chicken Pie
 530: T3_MEAL_PIE@2                                                    : Chicken Pie
 531: T3_MEAL_PIE@3                                                    : Chicken Pie
 532: T5_MEAL_PIE                                                      : Goose Pie
 533: T5_MEAL_PIE@1                                                    : Goose Pie
 534: T5_MEAL_PIE@2                                                    : Goose Pie
 535: T5_MEAL_PIE@3                                                    : Goose Pie
 536: T7_MEAL_PIE                                                      : Pork Pie
 537: T7_MEAL_PIE@1                                                    : Pork Pie
 538: T7_MEAL_PIE@2                                                    : Pork Pie
 539: T7_MEAL_PIE@3                                                    : Pork Pie
 540: T3_MEAL_PIE_FISH                                                 : Upland Coldeye Pie
